food;ingredients;category;kitchen;food_url
Шоколадный милкшейк;шоколадное мороженое, шоколадное молоко, сухое молоко;Напитки;Узбекская кухня;https://eda.ru/recepty/napitki/shokoladnij-milkshejk-28583
Горячий шоколад с малиной и взбитыми сливками;темный шоколад, молоко, сливки, сахар, соль, сливочное масло, взбитые сливки, малина;Напитки;Французская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-s-malinoj-vzbitimi-slivkami-20919
Холодный шоколад;темный шоколад  55%, сахар, какао, молоко 2%-ное, колотый лед, эспрессо, взбитые сливки, шоколадная стружка;Напитки;Американская кухня;https://eda.ru/recepty/napitki/holodnij-shokolad-30955
Бичерин (Bicerin);эспрессо, цельное молоко, сливки 20%-ные, молочный шоколад, сливки 40%-ные;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/bicherin-bicerin-26623
Транссибирский чай;облепиха, имбирный сироп, апельсиновый сок, лимонный сок, сахарный сироп, апельсины, розмарин, вода;Напитки;Русская кухня;https://eda.ru/recepty/napitki/transsibirskiy-chay-80787
Глинтвейн медовый с перцем;красное вино, апельсины, корица, гвоздика, черный перец горошком, соль, мед;Напитки;Немецкая кухня;https://eda.ru/recepty/napitki/glintvejn-medovij-s-percem-23316
Йогуртово-лимонадное мороженое;ванильный йогурт, концентрат лимонада, сливки 30%-ные, сахар, лимонный сок;Напитки;Детское меню;https://eda.ru/recepty/napitki/jogurtovo-limonadnoe-morozhenoe-23739
Молочный коктейль как в McDonald’s;ванильное мороженое , шоколадный сироп, шоколад;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/molochnij-koktejl-kak-v-mcdonald-s-49343
Смузи;бананы, грейпфруты, яблоко, апельсины;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/smuzi-30985
Пурпурный манговый смузи;ананасовый сок, апельсиновый сок, манго, замороженная черника;Напитки;Мексиканская кухня;https://eda.ru/recepty/napitki/purpurnij-mangovij-smuzi-24231
Горячий шоколад с маршмеллоу;молоко, nutella®, сливки 33%-ные, сахарная пудра, молочный шоколад, маршмеллоу;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-s-marshmellou-50777
Красный коктейль на Хэллоуин;клюквенный морс, клубника, гренадин;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/krasnij-koktejl-na-hjellouin-18904
Ананасово-мятный пунш;ананас, консервированные личи в сиропе, листья мяты, ананасовый сок, лед, имбирный эль;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/ananasovo-mjatnij-punsh-23393
Мокка со льдом и мандарином;молоко, какао, сахар, молотый кофе, корица, молотый мускатный орех, мандарины, сливки 35%-ные;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/mokka-so-ldom-i-mandarinom-38392
Безалкогольный коктейль «Атланта»;пепси, апельсиновый сок, лимон;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bezalkogolnij-koktejl-atlanta-45331
Смузи из ананаса с малиной;ананас, малина замороженная , рисовое ванильное молоко, гречневые хлопья, мята;Напитки;Средиземноморская кухня;https://eda.ru/recepty/napitki/smuzi-iz-ananasa-s-malinoj-43615
Облепиховый морс;облепиха, вода, сахар;Напитки;Русская кухня;https://eda.ru/recepty/napitki/oblepihovij-mors-52784
Гоголь-моголь (американский коктейль Eggnog);куриное яйцо, молоко, сахар, ром, взбитые сливки;Напитки;Американская кухня;https://eda.ru/recepty/napitki/gogol-mogol-amerikanskij-koktejl-eggnog-49742
Имбирный чай с корицей;вода, палочки корицы, лимон, мед, имбирь, свежая мята;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/imbirnij-chaj-s-koricej-48973
Коктейль с ромом на Хэллоуин;лимонный сок, темный ром, апельсиновый сок, бренди, белый ром, гренадин;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/koktejl-s-romom-na-hjellouin-19034
Согревающий пунш с имбирем и лимонным сорго;свежевыжатый апельсиновый сок, лимончелло, мед, свежевыжатый лимонный сок, семена кардамона, белое сухое вино, лимонная трава, имбирный сироп;Напитки;Британская кухня;https://eda.ru/recepty/napitki/sogrevajushhij-punsh-s-imbirem-i-limonnim-sorgo-35438
Черничный шейк с медом;мед, черника, молоко, натуральный йогурт, лед;Напитки;Американская кухня;https://eda.ru/recepty/napitki/chernichnij-shejk-s-medom-44279
Коричный чай с яблоком, апельсином и мятой;яблоко, апельсины, свежая мята, палочки корицы, цветочный мед, чай ассам, минеральная вода без газа;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/korichnij-chaj-s-jablokom-apelsinom-i-mjatoj-41115
Холодный пунш с имбирным элем, гренадином и клубникой;лимонный сок, апельсиновый сок, гренадин, имбирный эль, клубника;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/holodnij-punsh-s-imbirnim-jelem-grenadinom-klubnikoj-20469
Ягодно-банановый милкшейк;клубника, малина, бананы, молоко, натуральный йогурт;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/jagodno-bananovij-milkshejk-23146
Коктейль вишневый;вишневый сок, черная водка, клубника, малина, лед;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/koktejl-vishnevij-19033
Простой компот из ревеня;стебли ревеня, сахар, вода;Напитки;Русская кухня;https://eda.ru/recepty/napitki/prostoj-kompot-iz-revenja-45860
Смузи из ананаса со щавелем;ананас, щавель, молодой шпинат, апельсины, лайм;Напитки;Арабская кухня;https://eda.ru/recepty/napitki/smuzi-iz-ananasa-so-shhavelem-44128
Соевое молоко на минеральной воде;соевые бобы, минеральная вода;Напитки;Веганская еда;https://eda.ru/recepty/napitki/soevoe-moloko-na-mineralnoy-vode-31437
Смузи из киви;киви, ананас, лимон, фруктоза;Напитки;Абхазская кухня;https://eda.ru/recepty/napitki/smuzi-iz-kivi-25159
Чай с имбирем и лимоном;лимон, молотый имбирь, сахар, черный чай в пакетиках;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/chaj-s-imbirem-i-limonom-41885
Клубничный лимонад с красным чаем;вода, каркаде в пакетиках, клубника, сахар, сахарный сироп, лимонный сок;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/klubnichnij-limonad-s-krasnim-chaem-29328
Базиликовый лимонад;листья зеленого базилика , лимон, сахар, вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bazilikovij-limonad-46288
Арбузно-банановый смузи;бананы, мякоть арбуза;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/arbuzno-bananovij-smuzi-38878
Ягодный сок;клубника, латук, черника;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/jagodnij-sok-19005
Пинаколада со светлым ромом;светлый ром, ананасовый сок, кокосовый крем;Напитки;Карибская кухня;https://eda.ru/recepty/napitki/pinakolada-so-svetlim-romom-29043
Коктейль«Баскетбол»;красный абсент, самбука;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/koktejl-basketbol-19077
Малиновый физ;малина замороженная , тростниковый сахар, лимонный сок, содовая вода ;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/malinovij-fiz-23382
Фруктовый шейк с кокосовыми сливками;замороженная клубника, лед, замороженная черника, бананы, ананасовый сок, кокосовые сливки;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/fruktovij-shejk-s-kokosovimi-slivkami-23760
Малиново-лимонный коктейль на День святого Валентина;джин, лимонный сок, малиновый сок, яичный белок, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/malinovo-limonnij-koktejl-na-den-svjatogo-valentina-20791
Смузи с папайей и персиками;мякоть папайи, персиковый нектар, пахта, сахар, сок лайма, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/smuzi-s-papajej-persikami-28567
Ратафия;питьевой спирт, вишневый сок, сухие сливовые косточки, гвоздика;Напитки;Русская кухня;https://eda.ru/recepty/napitki/ratafija-18477
Клюквенный мусс с манкой;клюква, сахар, манная крупа;Напитки;Русская кухня;https://eda.ru/recepty/napitki/kljukvennij-muss-s-mankoj-44328
Кофе по-гречески;вода, белый мелкий сахар, кофе мелкого помола;Напитки;Греческая кухня;https://eda.ru/recepty/napitki/kofe-po-grecheski-22707
Тархун с лаймом;эстрагон, лайм, тростниковый сахар, газированная вода, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/tarhun-s-lajmom-45404
Безалкогольный коктейль «Шмель»;эспрессо, апельсиновый сок, карамельный сироп, лед, апельсины;Напитки;Русская кухня;https://eda.ru/recepty/napitki/bezalkogolnij-koktejl-shmel-51661
Мандариновый коктейль;мандарины, апельсиновый сок, бананы;Напитки;Средиземноморская кухня;https://eda.ru/recepty/napitki/mandarinovij-koktejl-35421
Новогодний коктейль из шампанского с клюквой и специями;анис (бадьян), клюквенный сок, корень имбиря, палочки корицы, коньяк, свежая клюква, сухое шампанское;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/novogodnij-koktejl-iz-shampanskogo-s-kljukvoj-specijami-26166
Глогги-чай;клюква, брусничное варенье, мята, имбирь, чабрец, розмарин;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/gloggi-chaj-48470
Бишоп;красные апельсины, красный портвейн, гвоздика;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bishop-20177
Имбирный чай с лимоном;лимон, свежий имбирь, вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/imbirnij-chaj-s-limonom-46861
Сладкий чай с водкой и лимонадом;чай, вода, свежая мята, лимонад, водка, лимон, лед;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/sladkij-chaj-s-vodkoj-limonadom-17480
Ликер «Бейлиз» домашний;коньяк, сгущенное молоко, какао-порошок, растворимый кофе;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/liker-bejliz-domashnij-33714
Лаймад;лайм, сахар, минеральная вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/lajmad-16892
Лимонад с базиликом;сахар, листья базилика, лимонад, зеленый базилик ;Напитки;Французская кухня;https://eda.ru/recepty/napitki/limonad-s-bazilikom-23736
Зелёный имбирный смузи;апельсиновый сок, зеленые яблоки, свежие листья шпината, ананас, свежий имбирь;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/zeljonij-imbirnij-smuzi-50291
Пунш с шампанским, малиной и ликером «Малибу»;лимонад, сухое шампанское, водка, ликер «малибу», лайм, малина замороженная , мякоть маракуйи, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/punsh-s-shampanskim-malinoj-likerom-malibu-23407
Банановый молочный коктейль с шоколадом и медом;молоко, бананы, горький шоколад, мед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bananovij-molochnij-koktejl-s-shokoladom-i-medom-39778
Грейпфрутово-мятный мохито;сахар, вода, листья мяты, красные грейпфруты, белый ром, лед, минеральная вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/grejpfrutovo-mjatnij-mohito-26792
Розовая сангрия;лайм, тростниковый сахар, мякоть арбуза, апельсиновый ликер, розовое сухое вино, лимонад;Напитки;Испанская кухня;https://eda.ru/recepty/napitki/rozovaja-sangrija-23409
Коктейль «Лонг-Айленд»;лед, водка, джин, текила, белый ром, мятный ликер, сахарный сироп, лимонный сок, кока-кола;Напитки;Американская кухня;https://eda.ru/recepty/napitki/koktejl-long-ajlend-17490
Густое какао с корицей;топленое молоко, какао-порошок dr.oetker, кукурузный крахмал, сахарная пудра, молотая корица, соль, вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/gustoe-kakao-s-koricej-47923
Коктейль «Водка физ»;водка, ананасовый сок, газированная вода, сахарный сироп;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/koktejl-vodka-fiz-24969
Смузи с голубикой и бананом;голубика, бананы, овсяная крупа, молоко;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/smuzi-s-golubikoj-i-bananom-49737
Персиково-абрикосовый смузи;абрикосы, персики, свежевыжатый апельсиновый сок, бананы, лимон;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/persikovo-abrikosovij-smuzi-44815
Ананасово-грепфрутовый смузи;ананас, бананы, красные грейпфруты, лайм;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/ananasovo-grepfrutovij-smuzi-41334
Домашний ликер «Куантро»;водка, цедра апельсина, лимонная цедра, молотый красный перец, черный перец горошком, лавровый лист, сахар;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/domashniy-liker-kuantro-69205
Газированный огуречный лимонад;тростниковый сахар, огурцы, вода, лимон, газированная вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/gazirovannij-ogurechnij-limonad-45618
Нью-Орлеанский кофе;молотый кофе, молотый цикорий, молоко;Напитки;Американская кухня;https://eda.ru/recepty/napitki/nju-orleanskij-kofe-24976
Горячий шоколад со специями и сливками;молоко, горький шоколад, молочный шоколад, корица, имбирь, молотый красный перец, мускатный орех, сливки, какао;Напитки;Американская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-so-specijami-i-slivkami-38004
Мятный коктейль с виски;сахар, свежая мята, содовая вода , бурбон, лед;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/mjatnij-koktejl-s-viski-19151
Классический бренди-грог;бренди, чай, лимон, сахар;Напитки;Британская кухня;https://eda.ru/recepty/napitki/klassicheskij-brendi-grog-23090
Холодный кофе с медом;растворимый кофе, сахар, молоко, лед, мед;Напитки;Югославская кухня;https://eda.ru/recepty/napitki/holodnij-kofe-s-medom-37941
Ароматный клюквенный глинтвейн с кумкватом;анис (бадьян), клюквенный сок, апельсиновый сок, палочки корицы, душистый перец горошком, корень имбиря, вода, сахар, портвейн, кумкват;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/aromatnij-kljukvennij-glintvejn-s-kumkvatom-26776
Молочный коктейль с мороженым и корицей;молоко, бананы, ванильное мороженое , ванильный сахар, корица;Напитки;Молочный коктейль;https://eda.ru/recepty/napitki/molochnij-koktejl-s-morozhenim-i-koricej-24516
Дынный смузи с йогуртом и медом;бананы, канталупа, обезжиренное сухое молоко, натуральный обезжиренный йогурт , концентрированный апельсиновый сок, мед, ванильный экстракт;Напитки;Китайская кухня;https://eda.ru/recepty/napitki/dinnij-smuzi-s-jogurtom-medom-28557
Огуречный лимонад с лаймом и яблоком;лайм, огурцы, мята, яблоко, лимон, сахарный сироп, газированная вода, лимонная трава;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/ogurechnyy-limonad-s-laymom-i-yablokom-45441
Пеленальный чай;вода, куркума, анис (бадьян), семена фенхеля, семена зиры, семена фенугрека, имбирь, перец чили, палочки корицы, коробочки кардамона, черный душистый перец, мускатный орех, гвоздика;Напитки;Индийская кухня;https://eda.ru/recepty/napitki/pelenalnyy-chay-93060
Овсяный смузи со смородиной;смородина, овсяные хлопья, кефир 1%-ный, молотая корица;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/ovsjanij-smuzi-so-smorodinoj-48447
Пунш из маракуйи с белым ромом;белый ром, мякоть маракуйи, апельсиновый сок, лед, лимонад;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/punsh-iz-marakuji-s-belim-romom-23394
Морковно-манговый смузи;манго, морковный сок, мед, натуральный обезжиренный йогурт , сок лайма, колотый лед;Напитки;Паназиатская кухня;https://eda.ru/recepty/napitki/morkovno-mangovij-smuzi-28996
Горячий шоколад на молоке со специями;молоко, шоколад, молотая корица, молотый мускатный орех;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-na-moloke-so-specijami-28454
Кофе по-итальянски (Shakerato);сахар, эспрессо, лед, лимонная цедра;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/kofe-po-italjanski-shakerato-22676
Смузи из манго и банана;бананы, манго, свежевыжатый апельсиновый сок, натуральный йогурт;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/smuzi-iz-mango-i-banana-32793
Арбузно-имбирный коктейль;сахар, тертый имбирь, мякоть арбуза, сок лайма, колотый лед;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/arbuzno-imbirnij-koktejl-28848
Лимонный пунш;лимон, сахар, темный ром, черный чай;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/limonnij-punsh-18470
Праздничный кофе с пряностями;молотый кофе, палочки корицы, вода, кардамон, мед, молоко;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/prazdnichnij-kofe-s-prjanostjami-24994
Имбирно-медовый лимонад;корень имбиря, цветочный мед, лимон, сахарный сироп, газированная вода;Напитки;Русская кухня;https://eda.ru/recepty/napitki/imbirno-medovij-limonad-45043
Мятный лимонад.;свежая мята, лимон, сахарный сироп, газированная вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/myatnyy-limonad-45227
Апельсиновый лимонад;лимон, апельсины, сахар, вода;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/apelsinovij-limonad-33048
Яблочный компот;сахар, яблоко, вода;Напитки;Русская кухня;https://eda.ru/recepty/napitki/jablochnij-kompot-39272
Кофе «Рафаэлло» с эспрессо;эспрессо, кокосовый ликер, сливки 10%-ные, взбитые сливки, кокосовая стружка;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/kofe-rafajello-s-jespresso-22825
Клубничный коктейль в шоколадной глазури;клубника, ванильное мороженое , сливочное масло, шоколад, какао-порошок;Напитки;Арабская кухня;https://eda.ru/recepty/napitki/klubnichnij-koktejl-v-shokoladnoj-glazuri-52031
Йогуртовый смузи с киви, бананом и черникой;бананы, черника, питьевой йогурт, киви;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/jogurtovij-smuzi-s-kivi-bananom-i-chernikoj-40974
Малиновый лимонад с лаймом;сахар, сок лайма, малина, газированная вода, колотый лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/malinovij-limonad-s-lajmom-27922
Замороженный имбирный лимонад;сахар, вода, лимон, лимонный сок, свежий имбирь;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/zamorozhennij-imbirnij-limonad-26794
Кофе с шоколадом и сгущеным молоком;горький шоколад, сгущенное молоко, растворимый кофе, сахар, вода, молоко;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kofe-s-shokoladom-i-sgushhenim-molokom-48257
Пряный смузи с бананом, дыней и нектарином;бананы, нектарины, дыня, молотая корица, свежий имбирь, молотый мускатный орех, молотый кардамон;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/prjanij-smuzi-s-bananom-dinej-i-nektarinom-45764
Ароматный смузи с дыней;груши, дыня, кокосовое молоко;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/aromatnij-smuzi-s-dinej-46647
Авокадно-сельдереевый смузи;авокадо, сельдерей, соевый соус, свежий имбирь, сок лайма, оливковое масло, молотый черный перец, черная соль, вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/avokadno-seldereevij-smuzi-40316
Ягодный смузи с апельсином;апельсины, грейпфруты, замороженные ягоды;Напитки;Американская кухня;https://eda.ru/recepty/napitki/jagodnij-smuzi-s-apelsinom-43271
Шоколадно-вишневый смузи;замороженная вишня, ванильное молоко, клюквенный сок, nutella®, ванильный йогурт;Напитки;Смузи;https://eda.ru/recepty/napitki/shokoladno-vishnevij-smuzi-26876
Черничный милкшейк;замороженная черника, молоко, ванильный йогурт;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/chernichnij-milkshejk-23595
Чай по рецепту йогов «Його-чай»;кардамон, гвоздика, черный перец горошком, корица, имбирь, мед, молоко, черный чай;Напитки;Индийская кухня;https://eda.ru/recepty/napitki/chaj-po-receptu-jogov-jogo-chaj-51929
Лимонад с малиной;лимон, малина замороженная , вода, сахар;Напитки;Русская кухня;https://eda.ru/recepty/napitki/limonad-s-malinoj-45038
Клубника в вине;клубника, сахар, сухое шампанское;Напитки;Французская кухня;https://eda.ru/recepty/napitki/klubnika-v-vine-21110
Зеленый кефир;свежая кинза (кориандр), кефир 1%-ный, сельдерей, укроп, петрушка, соль, молотый черный перец, огурцы;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/zelenij-kefir-49554
Джомба (Калмыцкий чай);вода, молоко, зеленый чай (плиточный), соль, лавровый лист, черный перец горошком, мускатный орех, сливочное масло, бадан, дягиль, аир;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/dzhomba-kalmickij-chaj-43989
Бейлис-кофе;черный кофе, ликер baileys , молоко;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bejlis-kofe-39663
Грог ямайский;темный ром, вода, сахар, лимон, гвоздика;Напитки;Карибская кухня;https://eda.ru/recepty/napitki/grog-jamajskij-23089
Фруктовый лед;фруктовый сок, кокосовая стружка;Напитки;Русская кухня;https://eda.ru/recepty/napitki/fruktovij-led-20687
Фраппе с горячим шоколадом и кремом из фундука;горький шоколад, nutella®, ванильный экстракт, молоко 1%-ное, сливки 33%-ные, белый мелкий сахар;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/frappe-s-gorjachim-shokoladom-kremom-iz-funduka-31699
Водка с лимонадом и розмарином;сахар, лимонный сок, розмарин, водка, содовая вода ;Напитки;Югославская кухня;https://eda.ru/recepty/napitki/vodka-s-limonadom-rozmarinom-17701
Мокко-глинтвейн;черный кофе, красное вино, сахар, коньяк;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/mokko-glintvejn-23319
Цитрусовый коктейль с гранатовым соком;апельсины, гранаты;Напитки;Американская кухня;https://eda.ru/recepty/napitki/citrusovij-koktejl-s-granatovim-sokom-18995
Коктейль «Касабланка»;сок из красных апельсинов, сахар, сок лайма, лайм, сухое шампанское;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/koktejl-kasablanka-26376
Ягодный компот с грушами;груши, малина, смородина, крыжовник, сахар, вода;Напитки;Русская кухня;https://eda.ru/recepty/napitki/jagodnij-kompot-s-grushami-17800
Компот из сухофруктов с цедрой;сухофрукты, сахар, вода;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kompot-iz-suhofruktov-s-cedroj-41593
Айс Капучино-карамель;сироп «карамель», молоко, взбитые сливки, эспрессо доппио, карамельный соус;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/ajs-kapuchino-karamel-22983
Коктейль из водки и апельсинового ликера;водка, апельсиновый ликер, клюквенный сок, сок лайма;Напитки;Ирландская кухня;https://eda.ru/recepty/napitki/koktejl-iz-vodki-apelsinovogo-likera-17559
Гавайский коктейль «Хула-хула»;темный ром, светлый ром, сахарный сироп, лимонный сок, сок маракуйи, киви, карамбола;Напитки;Американская кухня;https://eda.ru/recepty/napitki/gavajskij-koktejl-hula-hula-23219
Кофе Фарисей с ромом и взбитыми сливками;черный кофе, темный ром, кусковой сахар, взбитые сливки;Напитки;Немецкая кухня;https://eda.ru/recepty/napitki/kofe-farisej-s-romom-vzbitimi-slivkami-26609
Арбузный крюшон;арбуз, виноград, сахар, вермут, розовое шампанское, белое вино;Напитки;Французская кухня;https://eda.ru/recepty/napitki/arbuznij-krjushon-23313
Коктейль из джина и ликера Creme de Cacao;джин, сливки, какао-ликер, лед, мускатный орех;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/koktejl-iz-dzhina-likera-creme-de-cacao-16930
Безалкогольный грог;корица, сахар, лайм, свежая мята, душистый перец горошком, кипяток, зеленые яблоки, лимон;Напитки;Британская кухня;https://eda.ru/recepty/napitki/bezalkogolnij-grog-36352
Коктейль из джина с мятным ликером;джин, сливки 10%-ные, мятный ликер, лед;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/koktejl-iz-dzhina-s-mjatnim-likerom-17021
Смузи из авокадо и бананами;соевое молоко, бананы, авокадо, свежие ягоды;Напитки;Американская кухня;https://eda.ru/recepty/napitki/smuzi-iz-avokado-i-bananami-51645
Апельсиново-малиновый коктейль с шампанским;апельсиновый сок, малина замороженная , полусладкое шампанское, апельсины;Напитки;Американская кухня;https://eda.ru/recepty/napitki/apelsinovo-malinovij-koktejl-s-shampanskim-23166
Зеленый гаспачо (Дачный смузи);зеленый сладкий перец, рубленая петрушка, сок лайма, свежевыжатый яблочный сок, свежая мята, соль, молотый черный перец, кусковой сахар, колотый лед, яблоко, огурцы;Напитки;Испанская кухня;https://eda.ru/recepty/napitki/zelenij-gaspacho-dachnij-smuzi-44914
Вкусный и полезный зеленый чай;вода, зеленый чай;Напитки;Китайская кухня;https://eda.ru/recepty/napitki/vkusnij-i-poleznij-zelenij-chaj-37031
Рождественский фруктовый компот с грушами;груши, мед, ванильный стручок, коробочки кардамона, палочки корицы, тростниковый сахар, лимон, апельсины, сухофрукты, зеленый чай, греческий йогурт;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/rozhdestvenskiy-fruktovyy-kompot-s-grushami-18769
Овощной витаминный коктейль;салат романо, петрушка, сельдерей, листья хрена, огурцы, помидоры, лимон, чеснок, кайенский перец;Напитки;Веганская еда;https://eda.ru/recepty/napitki/ovoschnoj-vitaminnij-koktejl-18946
Холодный кофейный фраппе;шоколадный сироп, растворимый кофе, сахар, вода, молоко, сливки, ванильное мороженое , имбирный эль;Напитки;Греческая кухня;https://eda.ru/recepty/napitki/holodnij-kofejnij-frappe-22662
Крюшон из роз;сахар, лепестки роз, коньяк, сухое шампанское, белое вино, красное сухое вино;Напитки;Французская кухня;https://eda.ru/recepty/napitki/krjushon-iz-roz-23312
Витаминный коктейль с ягодами;бананы, киви, голубика, мультифруктовый сок, малина замороженная ;Напитки;Американская кухня;https://eda.ru/recepty/napitki/vitaminnij-koktejl-s-jagodami-45439
Диабетический хлебный квас;черный хлеб, кипяток, фруктоза, изюм, сухие дрожжи;Напитки;Русская кухня;https://eda.ru/recepty/napitki/diabeticheskiy-hlebnyy-kvas-79831
Оранчелло;апельсины, водка, сахар;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/oranchello-69198
Освежающая виноградная содовая;красный виноград без косточек, мед, лимонный сок, газированная вода;Напитки;Низкокалорийная еда;https://eda.ru/recepty/napitki/osvezhajuschaja-vinogradnaja-sodovaja-28592
Коктейль «Черный русский»;водка, ликер «калуа», лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/koktejl-chernij-russkij-20293
Арбузный лаймад с имбирем;арбуз, сок лайма, имбирный сироп, колотый лед;Напитки;Низкокалорийная еда;https://eda.ru/recepty/napitki/arbuznij-lajmad-s-imbirem-29147
Коктейль из винограда и сельдерея;виноград, стебель сельдерея, свежая мята;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/koktejl-iz-vinograda-seldereja-18990
Холодный турецкий кофе с молоком и кардамоном;молоко, сливки, сахар, коробочки кардамона, крепкий кофе, лед;Напитки;Турецкая кухня;https://eda.ru/recepty/napitki/holodnij-tureckij-kofe-s-molokom-kardamonom-22692
Мохито безалкогольный со спрайтом;мята, лайм, спрайт, тростниковый сахар;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/mohito-bezalkogolnyy-so-spraytom-51531
Пунш венгерский;корица, лимон, сахар, гвоздика, чай, красное вино, вишневый ликер, водка;Напитки;Венгерская кухня;https://eda.ru/recepty/napitki/punsh-vengerskij-23299
Коктейль из рома с какао-ликером;ром, какао-ликер, сливки 10%-ные, лед;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/koktejl-iz-roma-s-kakao-likerom-17022
Теплый домашний лимонад с корицей;вода, лимонный сок, сахар, мед, палочки корицы;Напитки;Детское меню;https://eda.ru/recepty/napitki/teplij-domashnij-limonad-s-koricej-23741
Ананасовый ликер;ананас, ваниль, сахар, вода, питьевой спирт;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/ananasovij-liker-25015
Зеленый смузи со шпинатом и имбирем;яблоко, шпинат, огурцы, имбирь, лайм, мед, вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/zelenij-smuzi-so-shpinatom-i-imbirem-48220
