food;ingredients;category;kitchen;food_url
Кофе «Раф»;сливки 10%-ные, ванильный сахар, тростниковый сахар, эспрессо;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kofe-raf-93715
Вишневый компот;вишня, вода, сахар;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/vishnevij-kompot-38854
Лимонад с имбирем и медом;лимон, корень имбиря, свежая мята, мед, вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/limonad-s-imbirem-i-medom-45619
Молочный коктейль со вкусом капкейка;молоко, ванильное мороженое , взбитые сливки, кекс, конфитюр;Напитки;Испанская кухня;https://eda.ru/recepty/napitki/molochnij-koktejl-so-vkusom-kapkejka-34453
Манхэттен;бурбон, красный вермут, бальзам ангостура, коктейльная вишня , лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/manhjetten-30249
Лимончелло;питьевой спирт, лимон, сахар, вода;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/limonchello-30859
Зеленый лимонад;яблоко, стебель сельдерея, кормовая капуста, лимон;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/zelenij-limonad-18991
Индийский кофе с фисташками и пряностями;миндальное молоко, фисташковая паста, изюм, кардамон, анисовый сироп, эспрессо, лед;Напитки;Индийская кухня;https://eda.ru/recepty/napitki/indiyskiy-kofe-s-fistashkami-i-pryanostyami-93151
Мартинез;джин, вермут, ликер мараскино, апельсины, коктейльная вишня , ангостура;Напитки;Американская кухня;https://eda.ru/recepty/napitki/martinez-28027
Черный лимонад;уголь активированный, вода, лимон, содовая вода , лед;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/chernyy-limonad-151542
Пинаколада;белый ром, ананасовый сок, кокосовое молоко, колотый лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/pinakolada-20535
Фруктовый сорбет «Ягодный коктейль»;лед, сахарный сироп, замороженные ягоды, яблочный сок;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/fruktovij-sorbet-jagodnij-koktejl-23926
Эспрессо — тоник;эспрессо доппио, тоник;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/espresso-tonik-137037
Вишня на бурбоне;вишня без косточек, тростниковый сахар, бурбон, апельсины, кипяток;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/vishnya-na-burbone-139992
Коктейль «Роза» (The Rose);сухой вермут, кирш, малиновый сироп, лимонная цедра;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/koktejl-roza-the-rose-41139
Коктейль «Корпс-ревайвер № 2» (Corpse Reviver #2);джин, апельсиновый ликер, вино, лимонный сок, яичный белок, биттер;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/koktejl-korps-revajver-2-corpse-reviver-2-41012
Красный грог с джином;джин, каркаде, ванильный сироп, вода, лимонный сок;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/krasnyy-grog-s-dzhinom-151872
Клубника с шалфеем;клубника, мед, свежий шалфей, имбирный сок, кипяток;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/klubnika-s-shalfeem-151880
Пинаколада;белый ром, ананасовый сок, кокосовое молоко, колотый лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/pinakolada-20535
Фруктовый сорбет «Ягодный коктейль»;лед, сахарный сироп, замороженные ягоды, яблочный сок;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/fruktovij-sorbet-jagodnij-koktejl-23926
